Date,momentum_3m_quarterly_n5,momentum_6m_quarterly_n5,momentum_12m_quarterly_n5,momentum_12m_skip_1m_quarterly_n5,risk_adjusted_momentum_quarterly_n5,low_vol_momentum_quarterly_n5,breakout_52w_quarterly_n5,drawdown_filtered_momentum_quarterly_n5,low_volatility_quarterly_n5,mean_reversion_rsi_quarterly_n5,high_liquidity_quarterly_n5,min_drawdown_quarterly_n5,spy_buy_and_hold
2023-11-20,3.287005208994765,1.2198325621474218,1.099597130271405,1.084543375442736,1.3262549273453452,1.375356192568164,1.0047409190604863,1.1536026482690207,1.2117924016691337,1.735966300470092,2.179842664515179,1.3849185622383644,1.483078976593026
2023-11-21,3.239905736567397,1.2092050387251805,1.0939970612253844,1.0765057064516472,1.318271317192147,1.3685548021110108,1.0023762523124395,1.1428008442986837,1.2167180253721368,1.7379042128388664,2.1770294103495296,1.3851318896462015,1.479846718150858
2023-11-22,3.2501925710934594,1.2095062788832616,1.0942696945872008,1.0778570023043084,1.3156219599686363,1.3739669645103028,1.0051235545585333,1.144832321273171,1.21971571900617,1.7410858607117914,2.1689323495737725,1.3939849539925149,1.485560160569994
2023-11-24,3.254099746920486,1.2066112425673436,1.0912524464335143,1.0718653465731072,1.311495654579232,1.3661932630332518,0.998650431389588,1.1409286179650655,1.22453280884992,1.7538072390382073,2.1635421037546805,1.3920302779366067,1.4864744762471689
2023-11-27,3.236303075148483,1.1951372126448583,1.099259032889813,1.0745293957216666,1.3212222540817955,1.3606799241813232,0.9960762217948613,1.1404079381097187,1.2227669431425225,1.7439393969361565,2.1663532865397146,1.387708085935264,1.4837972791482454
2023-11-28,3.218824426962753,1.1973527251112888,1.093286319419354,1.073482485244982,1.3116608172379236,1.365015343263965,0.9975251658866582,1.1392743294823995,1.221698686382879,1.750156278306701,2.1804928987375907,1.3838570212532573,1.485266553112344
2023-11-29,3.281528746439834,1.1897927084792086,1.0956709248270688,1.0706998840792106,1.3156854227982264,1.3544562146934083,0.9909743358085332,1.1375267365563742,1.2127950357175958,1.7794221340958856,2.1853732522837332,1.3765861655403666,1.484221665076853
2023-11-30,3.3216996163330688,1.1858645018371752,1.0800115794714165,1.055548053145492,1.3096019224820081,1.3610089334456597,0.9922057193622603,1.1277412690543704,1.2296857544543398,1.791632561463346,2.170024109278655,1.3898296418781044,1.4900657829106256
2023-12-01,3.338658300491394,1.1949652453216721,1.0865043880041312,1.061705809569442,1.317800488537306,1.3631206804244194,0.988422441469194,1.1403334657096438,1.232651440489496,1.8196875646295447,2.1685558014020683,1.4248878330821755,1.4988808083572924
2023-12-04,3.3190391037903444,1.1765803046020678,1.0733781123693655,1.048961494612777,1.301727122372145,1.3583839754073295,0.9748000392780318,1.1267951371573977,1.23015902410766,1.803320023697843,2.134444894801116,1.419888340723014,1.4910124582724977
2023-12-05,3.30143452005011,1.1612191778930834,1.0736154689367483,1.049050321364486,1.3019694204983658,1.3529573755232962,0.9744876293048873,1.1306396829032472,1.2172070129992616,1.7883227754297157,2.168979193507171,1.4055282568568948,1.4907186447022063
2023-12-06,3.2943857274017945,1.135628734854143,1.0672822429235647,1.0432999974966881,1.2965757578549333,1.316212276646343,0.9601160091266647,1.1222791039847901,1.2115435745837344,1.7899896415414709,2.146358713541961,1.4004040515537026,1.4847113887127792
2023-12-07,3.337611283966125,1.1427746550354174,1.0920189845617483,1.0677062547446128,1.3203753981289812,1.3126602853743705,0.9667602153644578,1.145354673137622,1.2092461853625431,1.7963282357873815,2.1760849559888604,1.4033176915759804,1.4960402669900734
2023-12-08,3.369891454788269,1.1551788386139086,1.109798609500713,1.086096427321517,1.3388970358548113,1.3215967554061085,0.9723729808673875,1.1621613358878662,1.206378056395258,1.8060640327157873,2.195289541254974,1.4166334135646583,1.5024721150207494
2023-12-11,3.438610430618347,1.1871611895355394,1.1257055926855275,1.1006554246664877,1.3327265486416766,1.3396490480391652,0.9901358814106005,1.1601530007743408,1.2159085480334415,1.8903392268838781,2.1662916942701105,1.4234375803584816,1.5083160267418807
2023-12-12,3.436891379257263,1.1860034914764572,1.1485901141699024,1.1238947660208578,1.353327372234816,1.3439350015608935,0.9893237399921435,1.1776955972098877,1.225279029906,1.87980132691287,2.183033638010955,1.4145537232990029,1.515204826498503
2023-12-13,3.4535755978546754,1.2040066363128827,1.1558247134741018,1.1322467294455405,1.3557253447232194,1.3508846208541063,0.999463737855913,1.1821899499320556,1.2357371719958437,1.9115168723764318,2.202605661402679,1.4542282133693458,1.5360997016313427
2023-12-14,3.421007155700745,1.2154689917358563,1.1609342769201465,1.1412994416952964,1.3614653471646256,1.3279011247603563,0.9830720615253467,1.1743952874564696,1.2088162613513125,1.8994092765512363,2.211138645564056,1.4620718832607034,1.541029606844261
2023-12-15,3.4237693375549934,1.2243205900940106,1.1638059108312793,1.1445121320486897,1.3628678766903826,1.3381051897017626,0.9880248370990771,1.1728260064506102,1.197795614683832,1.8717297919931308,2.2322276947126154,1.449569617425895,1.5384922571725161
2023-12-18,3.442633402725282,1.2322502054962323,1.1839444224889941,1.1642160985709065,1.382910595196242,1.354530224034038,0.9950775333271045,1.1946555383109616,1.2094257752062927,1.8849863624277012,2.2511693504438166,1.4484118461246256,1.547146617815225
2023-12-19,3.480876239868226,1.248473951605241,1.1892099467809865,1.1695256997824541,1.3951762343106218,1.371142044254985,1.0078464038715382,1.2022033044242428,1.2089272598864684,1.9066533872308629,2.2579805255994563,1.462406764375663,1.5565545262748297
2023-12-20,3.418762447067323,1.2246709444793866,1.1696272182043264,1.1505584607840411,1.3742116610226578,1.3504081499068405,0.9925890048847218,1.1899445893668699,1.191937165892328,1.8804695386590855,2.214157447062469,1.4484666222209694,1.5349849414104229
2023-12-21,3.477469918914857,1.2407527609619304,1.1828041331823538,1.1638811933279865,1.3937620371518082,1.3605957101790573,1.006462525545122,1.2021036805533931,1.1965154389025818,1.8963990249338045,2.2428953941449885,1.4663561056728125,1.5495394825253603
2023-12-22,3.5081746468506476,1.2363839529785319,1.179907142215557,1.1610180482626788,1.3911336134610124,1.3486161371199752,1.0112996791706104,1.2009737412833736,1.2022122360827576,1.9099997998895542,2.23551105843637,1.4683731690997839,1.552653432311374
2023-12-26,3.5490928063355107,1.2608779883178873,1.186689718967266,1.1680440995932453,1.3986053908047624,1.3576108522383834,1.0239039577350635,1.2047322686576412,1.2046439880969178,1.9095337085428135,2.2452677684888602,1.4725995092029334,1.5592096693211248
2023-12-27,3.560955960937561,1.2569892432006997,1.188793638950176,1.170593901991927,1.4050006033596942,1.3578665826766159,1.0247936611042041,1.2097360589408443,1.2075155609728943,1.903710277146329,2.2540651035413504,1.4814455098743202,1.5620289810862817
2023-12-28,3.5801439957581174,1.2495018164428873,1.1874213542516898,1.1692790773154134,1.4046772879300067,1.3588146562544967,1.0216732334003467,1.2091148827933835,1.208937243712152,1.9103047509851352,2.243541698847747,1.4799183336848976,1.5626190815785612
2023-12-29,3.567686718460144,1.2484141360077066,1.1832175403173637,1.1644750528097982,1.3992552084622334,1.3615968996016645,1.0179086986408252,1.2044139512443113,1.212348275816644,1.914277606743802,2.22963446770761,1.4724497201556923,1.5580952182691672
2024-01-02,3.5088505894623414,1.2282671747955485,1.1548123248632622,1.1367969064474936,1.370212043636794,1.3552566751448774,0.9916431072101611,1.1754336861991452,1.2259374374987728,1.963866896599759,2.1887661579236743,1.4805606094951393,1.5493754168628193
2024-01-03,3.4767704655609744,1.2207244410309,1.1390127566869928,1.1214436097861167,1.354568463772292,1.3605887567488812,0.9794011562213916,1.1638522660636472,1.2287438324572688,1.9472487260522737,2.158379603968596,1.4570524665469886,1.536722470977281
2024-01-04,3.4837902687988898,1.2108905707153483,1.1381258555944633,1.1211573407889244,1.3580124170956562,1.3451372354476119,0.973698334871294,1.164598977031665,1.2282014023425227,1.9433469506921663,2.141008288584685,1.4601004130954505,1.5317723667255072
2024-01-05,3.503061576934876,1.2067310530456707,1.1479954562719537,1.1316436620474692,1.374176381176467,1.3464817956893111,0.9699318920002002,1.1745166566276122,1.2266248230578547,1.9571886821451083,2.1502974533185717,1.4639725899333715,1.5338702842458238
2024-01-08,3.5621033554993287,1.2334667906555339,1.1841071223791313,1.1667595708609457,1.4145914309201193,1.3695865251509811,0.9914853687152881,1.2125512254142332,1.2332529236437921,1.963468873566617,2.2141416595563648,1.4753499685878513,1.555767794322671
2024-01-09,3.5733606530151976,1.228153262213151,1.1903902728613092,1.1723416791678305,1.4206097918209983,1.362605180546489,0.9936397998676318,1.2182298241996334,1.232061880552972,1.9424011867227449,2.219974150095916,1.4609707402820347,1.553407495409874
2024-01-10,3.553219917388977,1.2242534949096842,1.2098646022375297,1.192486166167342,1.4474055979428246,1.3559720537154343,0.9993284412250537,1.2482192819022702,1.2365749954821712,1.9237137866678133,2.2470197448835134,1.4570857673282382,1.5621927375798608
2024-01-11,3.5515050095520633,1.2268350317749186,1.2199858554418752,1.2020241143942707,1.4540986242947531,1.357374129673686,0.9987496585712451,1.2565404702567622,1.2331225494982845,1.9237354894342318,2.2449988269910572,1.4502477594012972,1.5615044244139622
2024-01-12,3.5518496678314824,1.2304380572113198,1.2214516986425588,1.2041489591360919,1.4540669916806175,1.3664857294051314,1.001129556642534,1.2606674127006097,1.242492573607171,1.923222622460355,2.2334439056501147,1.4509494648570773,1.5625862066122607
2024-01-16,3.554897534652772,1.224276906088273,1.225097565799541,1.2068879663229817,1.4515698057827904,1.364420612522807,0.9997263156757371,1.259789363994555,1.2353897354724055,1.9150322454156772,2.2426704288587334,1.4387908636684177,1.5568495765209691
2024-01-17,3.5448283219299936,1.2099246565612956,1.2200585918005178,1.2020200498343343,1.4462394892392114,1.3673307443587446,0.987196841798784,1.2587530709647698,1.2358977509143,1.9070752790155305,2.2247236801252126,1.4236048640842198,1.5481955250472224
2024-01-18,3.573978462692323,1.21772812373964,1.238748491245098,1.2220060304404134,1.4624926573452905,1.3629377893416548,0.9938576038227097,1.2737116189384026,1.2428507553698664,1.9206713130655182,2.25272863579843,1.4114177896137,1.5619634372663218
2024-01-19,3.627020161529603,1.2445365492614904,1.2807811839636039,1.263396972823226,1.4969993559536892,1.3859352479903364,1.0166069835529343,1.303237840404467,1.2480385422351008,1.9047813712777986,2.293035028468108,1.4375242943401096,1.5814351046104123
2024-01-22,3.623544707580628,1.2527377135070958,1.287211986118145,1.2705325578451985,1.5062693846402126,1.3933994020430707,1.0240134509906784,1.3122209367179438,1.249896485960687,1.8962763066949737,2.290059427271819,1.450272807752585,1.584778560822606
2024-01-23,3.6367437565766,1.2556140520843664,1.2751554050024223,1.2594907499075765,1.4875433069882351,1.3974545991866254,1.0232833988056198,1.299241512432055,1.2606481583239681,1.9139177844705477,2.302221530161834,1.4484926882381197,1.5894006368056188
2024-01-24,3.6438446694336557,1.2556178458007972,1.2921180484350396,1.2761884839774007,1.4999826174435573,1.3929389543501995,1.0266257083759325,1.3098728547477287,1.2590883759143001,1.9126712573709383,2.318764844523406,1.4355712604160067,1.5911380633161565
2024-01-25,3.6971557564697886,1.3140116408142246,1.3026497256811336,1.2850979833365317,1.5182146891293484,1.4240384309737346,1.0431879016742722,1.3273946526908438,1.2604789871813897,1.9119692645730868,2.282817502604461,1.4621787874812835,1.5997922178462238
2024-01-26,3.6124989361725475,1.2746753771576085,1.291416302829571,1.2746384870291587,1.5151447939572293,1.4278678201644084,1.0114894153461471,1.3045175202750723,1.2682565964343193,1.916064089936246,2.2773986747846364,1.4658136344547028,1.5977598441458671
2024-01-29,3.620881170364442,1.289439691427628,1.3138072558935359,1.2960638902426598,1.537647540157791,1.4297162836043498,1.026039465700151,1.3301172883414785,1.2642701965930108,1.917762433785428,2.315079071436858,1.476949175226187,1.610412996144047
2024-01-30,3.59544167832953,1.2977545237335364,1.3103427264745906,1.2926067189932702,1.5425841517147976,1.4455131326644084,1.0177738986835494,1.3235903085135976,1.2728610520007255,1.9082310235681428,2.302140952311492,1.4699520328159088,1.6091674574521697
2024-01-31,3.554902636810365,1.279667793157975,1.2859059238012507,1.2680546716452477,1.5173405470547634,1.4314064165084026,1.000683246217729,1.3042942078971427,1.2685651581408623,1.8833968682947053,2.250504893122649,1.430060833608603,1.5829101497284694
2024-02-01,3.610516656967225,1.309027022818009,1.3094121402319148,1.2910530771017905,1.5467337652859645,1.4603138620345255,1.0114233569965378,1.332379157390551,1.276699958861077,1.9115074937524692,2.292175850306487,1.4330251775378937,1.603627355764437
2024-02-02,3.6139871010742812,1.3142318983825843,1.3778332553442194,1.3666646608115072,1.6305522078213648,1.465419931217875,1.0137689334735887,1.4132002396964591,1.2744785217883232,1.9278269376459016,2.3629716159925223,1.4293298740024323,1.6205095269385124
2024-02-05,3.60206139077765,1.3112358015808265,1.3816579776342586,1.3692370820761555,1.631651278561111,1.4583985650984903,1.0118262027606981,1.4095828889274162,1.2713957047106865,1.9110847339334383,2.3734266864881275,1.4187147135371918,1.61460883118468
2024-02-06,3.6012745968781137,1.3078215563568274,1.3554834773596005,1.3448451265097492,1.6067884779629664,1.4469250421492714,1.0045611530170457,1.3883677850150626,1.2817162399890067,1.9442890191736117,2.3703968685254813,1.4152263450259919,1.6192966571002942
2024-02-07,3.5862406563721323,1.318058256414811,1.385216110568829,1.3753287980795734,1.6358031820950463,1.4622751344649452,1.010746173463823,1.4170048669242423,1.2874151657702566,1.942432863587369,2.406131350337005,1.4249590217227692,1.6328022909832336
2024-02-08,3.6226456582031865,1.3103675040039222,1.3879404445226866,1.3783109407187335,1.6356338568386986,1.4541100183455604,1.0187358631000536,1.4240845620536369,1.285485618651116,1.9503292064371005,2.400750983820892,1.439345392000174,1.6335234791154325
2024-02-09,3.5001164631806034,1.324251253012101,1.4043518603857237,1.3932358094931476,1.6523951956448508,1.4615446947066446,1.0298347019062057,1.4381841340446038,1.284421170103753,1.9584847909631624,2.453445485316253,1.441977792226767,1.6429644686539793
2024-02-12,3.491851822372498,1.3196168467315834,1.4013981837804992,1.3917063142538897,1.6573841749844505,1.4429767564742229,1.0248123569355025,1.433897932567553,1.280863958800042,1.9731944867792024,2.4286456546888116,1.4339953556651823,1.6422431774654596
2024-02-13,3.476525607772889,1.298960284689347,1.3796268245275696,1.3699415071249836,1.6382421057400656,1.4415723291365763,1.0017390949115768,1.4083494729423087,1.2809170151354912,1.9479131435098542,2.3939313137159113,1.4011656277293913,1.6196243762000928
2024-02-14,3.5129140332184456,1.3155832140716714,1.4035316318090636,1.3947999543906087,1.6758491034207295,1.4445511232344768,1.0143155841693894,1.4366558877372306,1.2875862686755304,1.9614555825891389,2.4275288906202084,1.4123350570316069,1.634342982977571
2024-02-15,3.536639144226136,1.3202732901367351,1.4007919360693175,1.3946996492148274,1.6781437384304951,1.4496494668929238,1.0204349506244674,1.4372992463492913,1.3023152145983818,1.9648016622247588,2.428520209132171,1.4357136723155728,1.6456193025313124
2024-02-16,3.502765758606019,1.2919550894531415,1.3648810901220518,1.3619187562704913,1.6444787924466084,1.4292876062361857,0.9790800296649947,1.4001305367850823,1.3045750626208428,1.9665963868799101,2.4197601528272394,1.4005363830203763,1.6374242639099257
2024-02-20,3.5028219910584117,1.2861966543945478,1.347190763431378,1.3446789071799152,1.6275825224575948,1.426628935429301,0.9771458118305221,1.3821178994559808,1.3092032929064874,1.9537519944848905,2.3699533924207454,1.4023242340678923,1.6284096183700796
2024-02-21,3.474121196838441,1.281507028082292,1.3364500499304015,1.3341640733481281,1.6155909598050069,1.425745761296,0.9676495014057174,1.368289933147387,1.3156509125353937,1.9726665937127956,2.3593007732496027,1.4071643947238675,1.6298846634881368
2024-02-22,3.5127160897217418,1.2917951216491865,1.41761574664671,1.416870863509261,1.6994948607144307,1.4417953813521522,0.9786224857196821,1.4416151887321036,1.3312891358019951,1.9825059356393704,2.4983199619397882,1.424572435628866,1.6636159247573454
2024-02-23,3.5001892975769664,1.301834866979997,1.42468308749754,1.4220318521262045,1.712721238583083,1.4533254121749062,0.9862866008625043,1.4487275407218498,1.3373426346423272,2.0013320445718654,2.4868955257520438,1.4294337459201563,1.6647633538319242
2024-02-26,3.5146588242493295,1.313722269323747,1.431386099582501,1.4279004976034992,1.719915640133376,1.4660542192427772,0.9898467929706585,1.4531555283927482,1.328367034971917,1.9797228254022488,2.494710846339202,1.4221924392337548,1.6586660266182127
2024-02-27,3.5338035492859503,1.3542897368225262,1.428284415775128,1.4260380876303547,1.7190151274380634,1.5164570993392126,0.9876726108417523,1.4515029984855217,1.326185296690667,1.978045565194119,2.491572201930022,1.432574301969503,1.6617475136632087
2024-02-28,3.545112415775058,1.3547521127998337,1.4152367413050218,1.4179724129598448,1.7125599095672857,1.5216827383080094,0.9815997719997471,1.4407520187461167,1.3291527335347666,1.9817858597112763,2.4796176220402386,1.4306181620061942,1.6595511773566318
2024-02-29,3.6352451962316006,1.3965286783515913,1.4316192951685471,1.4576392891805476,1.7283047971100105,1.563166508297023,1.011737471889884,1.4822164291465072,1.3266532134236826,2.018847506744968,2.537452825592485,1.445019700855071,1.6655171077614617
2024-03-01,3.703578467258212,1.433542464667509,1.4737321003443282,1.5207936623494929,1.7753228513092292,1.5908396680870618,1.0415705353969642,1.5290189033591537,1.3220135535420907,2.0325362318349947,2.596948691986528,1.4450329340398853,1.6811535341310184
2024-03-04,3.7270405499303307,1.4362620767890912,1.4892035755640547,1.5352807244222466,1.7967782178253426,1.5994934492149915,1.0544350632900308,1.5443678855979233,1.3234612048329844,2.039518369515048,2.5704926739201217,1.4306145609319751,1.6793504607442002
2024-03-05,3.7165727055394617,1.4292405954658491,1.4702498310572187,1.5162288857381647,1.7767233258575692,1.597663723568019,1.0376296830410074,1.529158402260521,1.3253543269338144,2.029229937393771,2.534304499481645,1.4107074289739674,1.6625668114127061
2024-03-06,3.7448972981297937,1.4471475092231734,1.4856746433741133,1.5428504006307429,1.801418005117823,1.6148932004967298,1.050959933590324,1.5515595909201887,1.32927740775962,2.051284127075778,2.5597373180851606,1.4245096949041431,1.6709916656292347
2024-03-07,3.7931259922826257,1.4746580988227826,1.5175268238550703,1.5859249657552545,1.8539185010284676,1.6350596952477063,1.0707325021022869,1.5853809722983625,1.323540755003883,2.1003765505148033,2.6081142910465864,1.4453399630010668,1.6875786835008497
2024-03-08,3.714576004489657,1.4397606348335248,1.4787700016504806,1.5298471749227351,1.814574807485987,1.5994696394005385,1.048337774013908,1.5470769561850812,1.3220986186208263,2.1190693029714684,2.5544253567204143,1.4326915911138598,1.6774494838527252
2024-03-11,3.6547293618047205,1.4062326593696577,1.4348245457178632,1.4817765969198056,1.7634647076935068,1.5820217191734878,1.018627471279533,1.4990089508139874,1.3284859343709483,2.1617826954198938,2.5075051189884805,1.41957349647885,1.676007210644648
2024-03-12,3.7554851330602137,1.449121848517607,1.4878204494959395,1.5306269295614072,1.8256514546722664,1.6200129598656263,1.0505861199611735,1.5518332000815656,1.332414012450172,2.1362984226537804,2.575754884003129,1.4303855799139087,1.6940366047806608
2024-03-13,3.7252960427129236,1.4343818109809858,1.484957347536711,1.506632726375372,1.8282574071258795,1.6068928907433118,1.0353504395717692,1.5371922584616926,1.3382782599629894,2.1315555570913416,2.5167705883488316,1.4313404756963795,1.6913810495090826
2024-03-14,3.6622798992955654,1.4077304010688765,1.4622718319422285,1.473820847408087,1.7949196339935551,1.5774138814964855,1.0177067544216227,1.5008845550620344,1.3300651873769298,2.0885612514806846,2.4603400509342808,1.41745711845761,1.6880374902405682
2024-03-15,3.6699588471257654,1.4024361139595014,1.449706072664885,1.4696008522908994,1.7915043805450688,1.5819341146507824,1.0157331345790934,1.4959019264304427,1.3279286616506114,2.070490757019625,2.464807159088578,1.420673742145354,1.6764464366834348
2024-03-18,3.6850909054601164,1.4123443247138958,1.4601307438379807,1.4789226982992,1.808538806662012,1.5860944593468274,1.0233737870449138,1.5021423408591537,1.333026679533912,2.0886423744512657,2.5090135693058633,1.4161386866033618,1.6864099217678874
2024-03-19,3.6694393341863125,1.407864635688017,1.4787921696192308,1.4736280083577937,1.8324066823333987,1.580476074031886,1.0216745835537029,1.5056262107932354,1.3376717757405772,2.0775800421072104,2.4888022884831096,1.4295763895452565,1.6957813482899675
2024-03-20,3.724079271777865,1.4281759836494425,1.503499947024016,1.4998623848836727,1.857765784964014,1.595172866634425,1.0344504891628339,1.5305842605674052,1.3477911711873543,2.1351666706396197,2.5175320156559615,1.4502093859136647,1.7114662111302492
2024-03-21,3.7500699513280358,1.4371615701972942,1.5203418812281175,1.5255995995443172,1.8778288861603032,1.6059883985558114,1.043721286892326,1.548870950325706,1.3534236163320075,2.1090944084478473,2.4962693233952193,1.4776591371954029,1.7171222511787598
2024-03-22,3.746950784000155,1.4452316538154584,1.531265240145354,1.5387994362752742,1.887548223623682,1.6202143041649422,1.0511775742763594,1.560547586830833,1.3497622153462898,2.073225914414034,2.5165731609806685,1.4706437120855396,1.7138668050644366
2024-03-25,3.6997725678288904,1.4325864816963179,1.526037382937102,1.5327770317952936,1.88005702947085,1.6174909162560065,1.0442898919338301,1.5519682327353739,1.3428394206227792,2.0877653715444664,2.512298431061235,1.458272221607024,1.7091315732413042
2024-03-26,3.6725855233037437,1.4138306375801069,1.5057729847437427,1.5116088997762507,1.8616626149505864,1.6041375364342292,1.0308905747646406,1.5290684059226296,1.3456638034047617,2.077385887177096,2.4969392590031294,1.4483172342718191,1.705974958138524
2024-03-27,3.709955660709139,1.414383661872099,1.5019908482080981,1.506060311214239,1.8711775281280767,1.6039497678795416,1.031221013760002,1.5275052230918191,1.3609855391683112,2.128231021530733,2.5003558575138713,1.4781156137884208,1.7203114320788782
2024-03-28,3.7326595715367756,1.4091892710029585,1.4923590298182055,1.5026942421834772,1.8531898259491217,1.6096764745750982,1.026671257900627,1.5184224823081276,1.366180550688697,2.1378237158132647,2.4801633068546916,1.4768677484930106,1.719982785472193
2024-04-01,3.730324815448519,1.4103476007759077,1.4814991344934985,1.51135397576502,1.8440189931244146,1.6062276021996098,1.027415574001701,1.517230273445823,1.3549151053609383,2.1340068729711628,2.4884692715153363,1.4631515543401785,1.7169905452009158
2024-04-02,3.6214206925237145,1.3935829019844037,1.4760292385584397,1.4932750725667778,1.8247366719574225,1.5830016134300786,1.018477668117912,1.5025463760459206,1.352697584837867,2.120745723373995,2.4508569271549847,1.4427714106023855,1.7060736860937462
2024-04-03,3.6129981537663904,1.3955934732734663,1.487465811587004,1.5102051979940239,1.865702494558741,1.580561204341944,1.0270516061061934,1.5130300033652564,1.3501674040975107,2.1941167225195026,2.46945385098311,1.4451785242498465,1.7079478683418414
2024-04-04,3.4725460392796963,1.3559528482734664,1.464797584963469,1.464927251521856,1.8529743214935555,1.5280897565880378,0.9962969987148359,1.4715042564475318,1.3356715842427744,2.14992036784421,2.4167503124699263,1.432149886554534,1.6871005021728407
2024-04-05,3.5247044251286948,1.38854722083206,1.5006477253443282,1.4994111885946098,1.912107956442286,1.5574034330406745,1.0225473649257735,1.5091311363303441,1.3442537711324227,2.165716462738619,2.4459143398747116,1.441247860950286,1.7047254002501395
2024-04-08,3.5088198441350427,1.3708610208808882,1.4772480854517502,1.4844409905355276,1.8935455594391122,1.541710786251124,1.0101054406398848,1.4858721084677955,1.3464619498433603,2.138873558457003,2.4479073132023483,1.4514479914129321,1.7056789803854977
2024-04-09,3.479174687656161,1.3636912851631149,1.459879437685637,1.475656527034551,1.8677295743316902,1.527207595638331,1.0041522698635177,1.477460154732444,1.350464453047706,2.17527990992795,2.449805462311235,1.469266449970061,1.7076520967014568
2024-04-10,3.433950816043612,1.3583371515571578,1.4485939236170335,1.457037046138555,1.86237026952212,1.5220881979027354,0.9992386277431564,1.4551127067649148,1.3401619204701913,2.108484407456026,2.435246970795122,1.4310924822271411,1.6905531980849673
2024-04-11,3.483748417743441,1.3816123331367476,1.4729300777918384,1.4934703682821096,1.887032570394923,1.5389103857079114,1.0188055505031661,1.486125993355491,1.3390567095937265,2.1454149006200884,2.4980388515934617,1.4335547960699144,1.7033115705865727
2024-04-12,3.3927175633275475,1.345886234503935,1.4519642948633715,1.4585175194661917,1.8576064030975594,1.507916436580714,0.9948795487636641,1.4581256446921609,1.312774383467628,2.1058759432149983,2.4464350658878953,1.4008612413824146,1.6798005076966591
2024-04-15,3.347662921222445,1.3205004694282516,1.4231166668421313,1.424325461665899,1.8272146451324716,1.4846048833885754,0.9744646943325118,1.423448757179954,1.311381512373878,2.0894865982366655,2.377980707977739,1.3858386072576587,1.6587557886735342
2024-04-16,3.3660111756169764,1.3332743601142867,1.425671274996428,1.4344155114095511,1.8357478497833506,1.4966755559959974,0.9799184388393477,1.4313993141257546,1.3082372912587656,2.052396794159517,2.3752393261418017,1.376996807330901,1.6557306734359565
2024-04-17,3.265690532001254,1.2944810755073533,1.3993899891382737,1.3896719078939264,1.809862637075831,1.4534175748863785,0.9475963982814865,1.388942333992698,1.3102495436849129,2.055955445320711,2.3136898663029344,1.3729435785711355,1.6459313570703655
2024-04-18,3.2650111889684172,1.2978022974311814,1.4057771900660079,1.397562879268438,1.813941632589747,1.4639354368248552,0.950795924496086,1.399283260353782,1.3141312819661628,2.058958387405977,2.3118314877018604,1.3619041521490163,1.6425446172034814
2024-04-19,3.155323720248935,1.2385524591743455,1.3399776798731369,1.3217140847127742,1.7297942883819835,1.4167996534386247,0.9055572015041427,1.327833023079612,1.331543996352149,2.124730245430574,2.2006522411808644,1.359210534900481,1.6282080402068064
2024-04-22,3.2039821423375576,1.257567586737822,1.3558247646814863,1.3432524712484186,1.7554806668609872,1.4430662984886735,0.916032187008293,1.3444379097068093,1.3446640246572026,2.096524655373201,2.217934339569536,1.364103139728362,1.6432024256984552
2024-04-23,3.2876378201329675,1.2965090921699507,1.3999089634424726,1.3869247414510553,1.8369441121429695,1.4777648054161638,0.9469467332119064,1.3910958671653055,1.3496890898885257,2.1256583818746657,2.2704317196354538,1.3512502596319265,1.6627016090801703
2024-04-24,3.263786080631015,1.2801389261543257,1.3767365116602461,1.3754775551717584,1.8066158475250496,1.4547400846520038,0.9330756386989669,1.3720271621787332,1.358310411757422,2.1384436609579174,2.2983256893620165,1.3403020845830984,1.6619125068326355
2024-04-25,3.319200459369418,1.2601329279243454,1.3568688267237226,1.3642450875203913,1.7840136075348152,1.4678011655846208,0.9323676018947678,1.357130163582542,1.3612421416463378,2.174585662109956,2.2936766293034228,1.3497132349432057,1.655599070514434
2024-04-26,3.3887651795232263,1.2825115274726853,1.383215112734465,1.4038328118245904,1.8193504041046393,1.4882680357018083,0.9491799599880295,1.3852764221274638,1.3556298110188965,2.156542436821565,2.3320062084660202,1.3535586618841235,1.6712840364110362
2024-04-29,3.4379713703954184,1.2756236017524705,1.3730525143152754,1.400565714351446,1.819242816671778,1.4866508321800798,0.9503926049465257,1.376858435066917,1.3600574282826905,2.18350545981656,2.405441578339067,1.3629855745733326,1.6772027670209897
2024-04-30,3.344803907474276,1.25806008399124,1.3728444851404706,1.3761104485433406,1.8122755872101082,1.4690656332054703,0.9280646439785081,1.3551050331198955,1.351891261214209,2.099866358597383,2.35354460110518,1.3497776544988698,1.6506338169835182
2024-05-01,3.236920384296176,1.2359967798530564,1.3708360180384198,1.33682338189295,1.7986376180023447,1.4404217168846696,0.9073507409328537,1.3364701965415264,1.3527979510488037,2.1323695455862137,2.290433741425004,1.335419024127776,1.6452739608006748
2024-05-02,3.2750903694951505,1.25428057807083,1.3838059643274823,1.3569079277913874,1.8213203862518565,1.455353842739162,0.9224755608791427,1.3616332229697492,1.346913143462134,2.2087571447683425,2.3263229107365277,1.3490208544195237,1.6606629489442515
2024-05-03,3.3358861763799155,1.281895974188994,1.40498114895883,1.3999296425741021,1.8512110936493174,1.4782676641502948,0.9411219399684982,1.3993593048178938,1.3440180854024417,2.1691139931036085,2.3995864437565473,1.3722605143011153,1.681247521495489
