Date,momentum_3m_quarterly_n5,momentum_6m_quarterly_n5,momentum_12m_quarterly_n5,momentum_12m_skip_1m_quarterly_n5,risk_adjusted_momentum_quarterly_n5,low_vol_momentum_quarterly_n5,breakout_52w_quarterly_n5,drawdown_filtered_momentum_quarterly_n5,low_volatility_quarterly_n5,mean_reversion_rsi_quarterly_n5,high_liquidity_quarterly_n5,min_drawdown_quarterly_n5,spy_buy_and_hold
2021-10-14,1.7728729637601706,1.2234705284393683,0.8970504114138773,0.8932378028466548,0.8727831850649711,1.2275621200902185,1.0643733587166908,0.9868220823591911,1.1585223854971305,1.361212068923753,1.9676892216179753,1.3110845626233967,1.401093139004844
2021-10-15,1.7617325691678853,1.2226973108566657,0.8944411632525614,0.8924743293359125,0.8691857424380179,1.2245132025105676,1.062708650006974,0.9894101654356682,1.1639214858007803,1.3759711101377423,1.9882988895867255,1.3049265944837483,1.4117634873929195
2021-10-18,1.7924478950956197,1.249138949612464,0.9061960828768901,0.8953398513390864,0.8862367449404592,1.2499084877354822,1.08655034083339,1.0106961290663443,1.1577674838018788,1.3727963138425763,2.0387955479119206,1.3034105613111409,1.4159432456475247
2021-10-19,1.8119879875638814,1.2584985039032355,0.9038929830538921,0.8956909404351557,0.8892287829043264,1.2613533691746912,1.1005143834969644,1.0176562723463736,1.170654714102782,1.3796598819578108,2.039495038268366,1.3148912970899493,1.4268670095281806
2021-10-20,1.822865551040444,1.2572717636383428,0.9108609991061383,0.9062605451180782,0.8973831957461232,1.2621960052830896,1.0932742978951577,1.0199213762587271,1.1800795981359853,1.402247727569383,2.0378395908806706,1.3294515128492268,1.432471624472666
2021-10-21,1.8532979332425925,1.2664035858429326,0.9017065584170514,0.894043500097021,0.9032534243227834,1.2722483124119959,1.092489512433732,1.0135185392683705,1.1781125460577382,1.399721712096971,2.0735537449334047,1.3369252494214923,1.4362074160977323
2021-10-22,1.8407965507963036,1.2627905241287603,0.8978045869815046,0.8941049760415402,0.9007798510195607,1.264300732646676,1.0992127424142009,1.0202210584944447,1.1817794611883534,1.4061938533628402,2.0558271198723697,1.344359091889754,1.4347193858832679
2021-10-25,1.8708927849271628,1.296155316761817,0.9316412019717389,0.9177942430093136,0.9165659105898732,1.2965135614735803,1.1135174329659587,1.0326788038557728,1.1800278269720448,1.4042398013914046,2.1498451206658267,1.3265553611158283,1.442413570786094
2021-10-26,1.8544880241849755,1.3113483816421878,0.9336059045779401,0.9281896157815303,0.9148239458681936,1.310946886668893,1.1051020414254313,1.03260062697589,1.1805798933935534,1.4156870639646468,2.152463501403131,1.3274491996168047,1.4437118743141653
2021-10-27,1.8441106605985498,1.2914778845108401,0.906882182692259,0.9002478648736323,0.9077233782412405,1.296031248698922,1.0942582982918865,1.0099162453001698,1.1655478367758165,1.3919050006711897,2.1557897007439513,1.3273033431409746,1.4373156837704484
2021-10-28,1.8870077202298976,1.3151990860260376,0.9314396799075298,0.9185177520348871,0.9180431414248342,1.315093098483773,1.1144038373849041,1.0356305448836047,1.1779965868902575,1.4042468105161603,2.1964220386956113,1.340239806306258,1.451184385071184
2021-10-29,1.9058211052396634,1.3371856239593873,0.9338227279650859,0.9177565463616693,0.9264962252261038,1.3385124710423668,1.1285592199227459,1.0507935360258778,1.186197113509215,1.4042031993711408,2.1939778492424864,1.3276861358045489,1.4541290133223017
2021-11-01,1.8919282280423977,1.3163692596710572,0.9430154623019389,0.9322782491280877,0.9182496416689749,1.3184507362706384,1.111270900525773,1.0476276369398791,1.183152537817992,1.4204661479795393,2.2451210026238337,1.3326311126111894,1.456630499394446
2021-11-02,1.919315494582925,1.3393071314133058,0.9493670606600932,0.9330384017541251,0.9178486849429007,1.3392474027974328,1.1320174505135658,1.060012966377135,1.1897981207800281,1.4081514453733381,2.2490407230828184,1.3320628997205644,1.4625195497840402
2021-11-03,1.9136496498563624,1.336483361843909,0.963656078909605,0.9475996686532341,0.8970905672671194,1.3478553337437829,1.1244965764901282,1.0554117975538928,1.1848555624914539,1.4461818050229964,2.290882477233209,1.3535356467603592,1.4714484524650708
2021-11-04,1.8587461372831202,1.345637171391333,0.945286653708189,0.9245463769509636,0.8644197680117484,1.3506995115620812,1.1002257223031164,1.0774008898085314,1.1761780362081897,1.4347993175352034,2.26574243664483,1.337792152345076,1.478382700059118
2021-11-05,1.8249424644925927,1.3159175087250123,0.9321553853976421,0.916668559797033,0.8335349001528617,1.3030698807103356,1.0600050359627844,1.0866049310988146,1.176967463774718,1.4572430049741683,2.2119170841668025,1.3263525367139724,1.483512534534178
2021-11-08,1.8508093544462059,1.3529273941315065,0.9489683797824077,0.930769832189306,0.8483748095156546,1.3442008369786462,1.0800084539315344,1.1087526117628772,1.174250870604552,1.4549518489683089,2.2329130604241265,1.3302751525281813,1.4847786844901936
2021-11-09,1.8424882713773583,1.341995455769385,0.9376789148318462,0.9210903466775262,0.8466384798647757,1.3294096712453087,1.0794155927559974,1.1042303945845326,1.1706296191168202,1.4534342616880356,2.156478334471978,1.3319543937086011,1.479871142498865
2021-11-10,1.789535915420327,1.2945767566955935,0.9135543607699564,0.9012379857613886,0.8419339556338187,1.286537440143319,1.0448104963204505,1.065540801460143,1.177884325118102,1.4668008060300766,2.120466875121392,1.3200706740735915,1.4679655610509814
2021-11-11,1.8080133446195457,1.3132447962082276,0.9392503641116313,0.9249429849221551,0.8426497011782523,1.3098123014790735,1.0477809331795813,1.0789891096419058,1.1737039786291492,1.4721046909177717,2.13551857952813,1.3146447265027907,1.468440650689369
2021-11-12,1.8333685280301901,1.320781870488013,0.9391183023440531,0.9240583484246575,0.8502143023135063,1.3168684507710655,1.06144848536464,1.085633173210021,1.1810813431692493,1.4818423869932111,2.14379638409356,1.3302849997877029,1.479522709078607
2021-11-15,1.8362077629545066,1.3095917469299685,0.9349554243075541,0.9225745456292473,0.844138542425811,1.3060953884465416,1.063566070356095,1.0776408487623892,1.1781713353109728,1.5291820987546858,2.134729120299615,1.3547657843946366,1.4800294370074472
2021-11-16,1.8616715874173972,1.3190318336761844,0.9426755380618266,0.9266164243295036,0.8586547091128226,1.328240542636605,1.0839856222054602,1.0859365469282827,1.1782596293402088,1.5495778247678695,2.1794309147332087,1.3693861869214918,1.485887158275551
2021-11-17,1.8577553886869287,1.3098288860596072,0.9344137903201274,0.9115086587502801,0.8610736269595024,1.318377105365487,1.091292687024796,1.0795912748640737,1.1791514658880604,1.5449724368894515,2.209989781615533,1.3676892104505447,1.482277610643332
2021-11-18,1.8662239342191553,1.3525242969787967,0.9531195070254496,0.9256843696191156,0.8636235445620415,1.3643112202031333,1.0994569539925694,1.0908425001448354,1.170272679991759,1.5447229129636704,2.2657398930046933,1.367942672669783,1.4873118088527901
2021-11-19,1.8762621010282374,1.3780257267273317,0.9496247220980815,0.9134801374032342,0.8733090990664361,1.389962325702401,1.1050510236642002,1.0824946237868032,1.1611905974340808,1.5254767947996077,2.3072797123406303,1.3749817443250563,1.4846521313283845
2021-11-22,1.851716700027261,1.3745350588119873,0.9756827604281595,0.9373374761178338,0.8744055254580376,1.3898237013203818,1.0873039029976963,1.0766679529494008,1.165306593222655,1.5034849361265121,2.3175226398918998,1.3698059218763259,1.4804726822427414
2021-11-23,1.809060857436929,1.3659921778000246,0.9795004465090922,0.9486765691354119,0.8618007479311821,1.3752927969319542,1.0811450101754307,1.0807793936079702,1.1689473738623033,1.5621724849546372,2.2775954655144584,1.37107006219615,1.4824356990392729
2021-11-24,1.8247628471830226,1.373287078121985,0.9734757883059673,0.9431743772103631,0.866640870917022,1.38299613040516,1.0867999425789951,1.0896027471846303,1.16710277032379,1.5670687541807116,2.307833430907525,1.3662635062574293,1.4863937831480705
2021-11-26,1.8512908699491362,1.3860079464233765,0.9690355791079692,0.9288264298989618,0.8809861864687799,1.4023374378545006,1.110605553998673,1.0618575132673942,1.155663220877684,1.5244158344114245,2.3184934849236383,1.353862429749861,1.4532424197953926
2021-11-29,1.9237167671659332,1.447237467221106,0.9986195108401469,0.9494314454629267,0.9104056460024713,1.4662734688145835,1.157406384076798,1.0868239897078238,1.1621879067373642,1.5204172885740221,2.431802212950982,1.369050165498152,1.4710687929796433
2021-11-30,1.8777914528348785,1.395306624630774,0.9566264253604105,0.9086148637368525,0.8855064852358698,1.4213812492711264,1.1239685117623448,1.0443253423994743,1.1300389496755965,1.4697612514341294,2.4126030659172906,1.349878185975447,1.4424454151891872
2021-12-01,1.7942546158292632,1.321253645924414,0.9158992197024516,0.8737906152322139,0.8589131502749323,1.3468227064473348,1.0715489519021153,1.0057753362959587,1.1217058642340072,1.4471712497556626,2.2980421802971738,1.3211055167554762,1.4264234551239237
2021-12-02,1.8069986204371626,1.3226411845731245,0.9361554280268275,0.8951166241119868,0.8792438507857105,1.3475899567306837,1.0688773650385786,1.028551985651874,1.1349251188811902,1.5040699160947069,2.297953592161684,1.3282562660327635,1.4482712920541974
2021-12-03,1.763437060855406,1.282869965891789,0.9248761517511928,0.8835058483551509,0.8669797024550221,1.2917166397751172,1.0382209365107464,0.9996736683911317,1.1410176228103284,1.4896254205121262,2.216703278212099,1.3310280296436032,1.4356693590474012
2021-12-06,1.7628574377284223,1.2136490933942303,0.8964620446192348,0.8593994724701411,0.8674813240828296,1.2560134644211132,1.0003802657343792,0.9926961697644228,1.1579670616683606,1.5600447490109666,2.204366596083193,1.3183325843921383,1.4526725183419684
2021-12-07,1.8425164266810592,1.282820435671757,0.9613415223108853,0.9218536949585444,0.9140731190504809,1.3225710495651561,1.04535484611768,1.0618046555584901,1.1642373772201184,1.5689349791897995,2.3037587130112933,1.3561647981754026,1.4827207528223048
2021-12-08,1.837757226394194,1.2834627746152385,0.9571420929895963,0.9174619495819576,0.9146064701857347,1.3274332352341016,1.0432726149775433,1.0605710698193545,1.1625167156753187,1.6233022700680955,2.314144358305483,1.3607068864932736,1.4866468894716882
2021-12-09,1.7816535269007856,1.2234240516232953,0.925083907030734,0.8867848328064449,0.894510214311101,1.2689075562179883,1.0058550292231487,1.02209843378725,1.1642861549911145,1.60452226232426,2.2396629633469867,1.3515734989276609,1.4766099252305824
2021-12-10,1.8355518029437237,1.2052872470426068,0.9306355519281948,0.8934382282684811,0.9182670410933276,1.2699700714767774,1.004803121874516,1.042553354365253,1.1730710739669445,1.6081295197858079,2.2506747835679337,1.3716724180331907,1.4905101617654497
2021-12-13,1.7542884227023294,1.1702821498441205,0.908092363833102,0.8696136913727291,0.8965092396559496,1.2058354706466994,0.9754983062006878,1.0010121579236027,1.1763005077895763,1.5643428454770312,2.1683967089219376,1.3581854940524778,1.4773063798458155
2021-12-14,1.735907592891233,1.1766341979550825,0.8948432572352016,0.8562218697021969,0.8734837765517016,1.2026070145309766,0.9787305693842816,0.9796727074688908,1.1821771427688244,1.546276499499248,2.1680954981370255,1.3582446626773557,1.4671422441049764
2021-12-15,1.7673916018710305,1.2287554954099165,0.9211355954157436,0.8815117519806394,0.8945244507612964,1.2467502548874219,1.0313985717036176,1.010612814814472,1.1866758028564097,1.5210979075803026,2.265255195097475,1.403341068469592,1.4900665043048726
2021-12-16,1.7296567233309914,1.1780606864499557,0.9046238308893765,0.8653724270294675,0.8876334809126636,1.1869650467575392,1.0008413771845746,0.9829607579297064,1.2083237303313854,1.494673600710796,2.159147056059389,1.3953199792972286,1.4769262050787844
2021-12-17,1.698367367766874,1.1880183078336226,0.9049374825464809,0.8642837841461668,0.8768531224074145,1.184064479130586,0.991883605883305,0.978386178309345,1.1970819111404063,1.5164929255856736,2.1500397326035787,1.379924879466601,1.4612076428216365
2021-12-20,1.672692355845945,1.157157085375737,0.8811432009684169,0.8424735973785886,0.857161421090581,1.1573526703537307,0.9871127166010785,0.9591002884930608,1.1929370310363414,1.5179599955929979,2.1178744349046044,1.3785613329044062,1.4456701505199436
2021-12-21,1.7317798015818764,1.1884474195050705,0.9137362500177943,0.8754693375061521,0.8899679539503833,1.2035700104416212,1.0105497359492228,1.006247312266254,1.1969437162932994,1.593370150507854,2.197439095167666,1.3913566961398798,1.4713436441869265
2021-12-22,1.7755771235690285,1.1954308835553635,0.9168356293665492,0.8799891823242674,0.9072506813826343,1.2268388428390822,1.029346998522465,1.0333717286175725,1.2024294825133923,1.6118200580014452,2.23834539552167,1.4068342210879998,1.486055140078277
2021-12-23,1.7969564476237465,1.2149887479352464,0.9172592965113245,0.8805520775269041,0.9078834366621753,1.2507041626633009,1.0417881194331098,1.0445916131085393,1.2046550703582408,1.634176436938213,2.2739957785172753,1.4100300272098258,1.495301353170717
2021-12-27,1.8578491474375896,1.2509847703504076,0.9552896859156214,0.9183132263611326,0.9461561028303883,1.2961192047775587,1.075963801500981,1.0942335328167914,1.2150317526397352,1.6185151336087453,2.336951893476992,1.4374896385303215,1.5164631441741476
2021-12-28,1.8494075421557596,1.2311963697003832,0.9451522576319299,0.908762104077197,0.9417086029829762,1.2806074677170118,1.0588665465571332,1.085743637949848,1.219732365470851,1.6191048320187793,2.3216741598649313,1.4231147764316276,1.5152239949741533
2021-12-29,1.8412522148356607,1.225543278269719,0.9436132122980676,0.906588543743945,0.9428197972121022,1.2682926361740432,1.0471787612177779,1.0798526146954535,1.2225053446349745,1.6083241578473315,2.2972445700211814,1.4261127273669916,1.517162175197398
2021-12-30,1.827758051513212,1.213383415369939,0.9343072594629847,0.8970926964233884,0.9315029702009938,1.2542423706711134,1.0378477721430708,1.0638190125531195,1.221085963302577,1.60946604761021,2.270375506453066,1.4225226543536857,1.5129682982268582
2021-12-31,1.828665459464567,1.2096380507993214,0.9372197075831019,0.8997439838837155,0.9360561489882252,1.24757449042209,1.0358270903803755,1.0629649792737006,1.2219854425964003,1.5836552913083302,2.25153918710187,1.4248881095996573,1.5091550082486318
2022-01-03,1.9140566868052655,1.2434963021802417,0.9283857590662562,0.8932055839966305,0.9250603852095387,1.3023319687546095,1.0650221694209028,1.0842729661053656,1.220925336891139,1.660654865588115,2.3612708632035546,1.4255369251361563,1.5178930506237418
2022-01-04,1.9537632013545208,1.2113191567944994,0.9386748917566858,0.9037441246460446,0.9435367249312183,1.2772613876999221,1.0318861586787151,1.0854147812909125,1.2327315599975235,1.6775493668927417,2.296726525740176,1.4120496704211905,1.5173844676811292
2022-01-05,1.8936980690226726,1.1377370542096605,0.900234235857638,0.8675444698761472,0.9114395748915455,1.2111778229416215,0.9897636412836956,1.0424777821606634,1.234737993293727,1.6493684565915332,2.1998659826798734,1.396146907435961,1.4882476633009882
2022-01-06,1.9308415596232587,1.1404742644834032,0.9284380307184777,0.8953125862549314,0.93769346092365,1.2109974014938676,0.9888280150629926,1.0694165124005317,1.2363585306701308,1.643079208697246,2.187843215422183,1.3884663494220448,1.4868493951418462
2022-01-07,1.9080249296412641,1.1044979095029344,0.9207014073359094,0.8877406666229734,0.9284100380720874,1.1790450913132036,0.9650273329951214,1.0563519032544135,1.2456521538314467,1.6999960170163382,2.1446764948411285,1.3780818126788807,1.480971371778566
2022-01-10,1.890550819991606,1.1331634383725633,0.937414745043429,0.90230057644353,0.9264853035750171,1.1804887940109574,0.9752429381586957,1.068581114680195,1.2362902660903579,1.677459262217449,2.1565402155442537,1.381730989085741,1.4791284155956401
2022-01-11,1.9221648008570844,1.1376470948743334,0.9431597847925746,0.9091943764160642,0.9398938179793139,1.2104345459640824,0.9903205565668987,1.083023297984028,1.225465554672206,1.7016256785763966,2.200241033796817,1.396878829204149,1.4926004531180344
2022-01-12,1.9394073171839887,1.1488293336438646,0.944289030932101,0.910220926709033,0.9423036488356372,1.221273159855684,0.9972810698725627,1.0897109704083443,1.2231409184035904,1.7137615723981128,2.2209712156815824,1.4020979755511946,1.4966360355799921
2022-01-13,1.900746640037077,1.0924591443585865,0.9185971940027797,0.886080337948657,0.9268688340010425,1.1693788208664262,0.9570593505122111,1.0557387135571479,1.2227675104674942,1.7450595921887622,2.1354688665910064,1.3859775821796125,1.4760143627533056
2022-01-14,1.911492475722807,1.1041312425183765,0.9329345490442836,0.9008077778290282,0.9332646843733569,1.1848483200729691,0.968261761400883,1.077999866969013,1.2228171976623186,1.7419343102826343,2.1658540571732816,1.4025281253925033,1.4766182727925576
2022-01-18,1.8735647320017985,1.055597218470525,0.9075960965143763,0.8773651535461913,0.918039141541936,1.1441521362961136,0.9383145385004924,1.0587707390851018,1.2138590391692765,1.6905632172955738,2.1097808989091216,1.3586898567310044,1.4504678344734143
2022-01-19,1.8106281557307413,1.0217213342236988,0.8874405087458217,0.8586055290649901,0.9096058071913501,1.1140721100509963,0.9177590560175822,1.0395730416363713,1.2137110848006851,1.6632891145123707,2.055132295088321,1.3207591413608262,1.4354069776549196
2022-01-20,1.7734891098246743,0.9926138097333425,0.8686907937037075,0.8405784996460448,0.8931678391279957,1.0873058838547072,0.900007025072758,1.0236788056439396,1.2090754885253556,1.6275569447888603,2.0048748312516507,1.304648824702806,1.4195195060881585
2022-01-21,1.7025177890048195,0.9586252353238576,0.8313007294642055,0.8044634300659668,0.8653530949415943,1.0549064545334181,0.8733252455927775,0.9776026551312443,1.2050239500579483,1.5512403525723686,1.9327650026841459,1.2743723734012313,1.3916536953111054
2022-01-24,1.7297017746195962,0.9512142947720997,0.8434277657496059,0.8166541580627928,0.8900242214979908,1.0488967499435744,0.8642281630732462,0.9897483956402775,1.2039462849197036,1.554511314524578,1.9230007006211576,1.2798408588519758,1.3975636661338
2022-01-25,1.7310360646472145,0.9130419282483571,0.8511718884455287,0.8249854877899656,0.8980317158522388,1.0080088410080275,0.8402721778132365,0.9950198910778995,1.1957231253203993,1.5744658561124074,1.8688449087662993,1.2599969705692,1.380500631116911
2022-01-26,1.735388874743955,0.9243518411206715,0.8573347764002406,0.8308994694183837,0.899486557847478,1.0168271668136917,0.8492427558161662,1.0027589673108095,1.1811487745818738,1.5627178367032277,1.878405409864932,1.2690996832004258,1.3770373204037532
2022-01-27,1.6879932619319127,0.8643109651135914,0.8498840916620813,0.8241154327820311,0.8981169163527271,0.9612360962570511,0.8096125601984904,0.9805131516522401,1.1820475458678845,1.5234197144879567,1.7986228888078033,1.252535041629381,1.3702375613082083
2022-01-28,1.704071345733182,0.8949028810071461,0.8683055336939417,0.8412184563110839,0.9164831383528492,0.9834269074142776,0.8306186209895061,0.9983848130291931,1.2032464878615978,1.5380179234875904,1.8699649481339753,1.2941318681827256,1.4042679950763843
2022-01-31,1.7629571440920992,0.9696123115109911,0.8836619256006799,0.8553665817688475,0.9218325749220632,1.0657453171432816,0.8766277739741253,1.026572264201068,1.2101464115676526,1.587634093417095,1.9857240305466948,1.3110580078235337,1.4295603864694504
2022-02-01,1.796159632323758,0.978642001872014,0.9060143635737024,0.8771181217621336,0.9415099995436451,1.076642669743379,0.8834890593745159,1.047606495386981,1.2054547546920422,1.6255185111417043,1.9974833975358304,1.3195422311893175,1.4392198554078632
2022-02-02,1.7998112734065217,0.9890816266583909,0.9167526581751427,0.8879603680084714,0.9532669800581715,1.0868196701706252,0.8989451514460491,1.0580097889966003,1.221564978271449,1.6057536683453786,2.016494451765567,1.3442293583026599,1.4532002697602284
2022-02-03,1.7593578578219575,0.9547654214429369,0.8942451817499718,0.8662951118896971,0.9329842793288013,1.050255595463594,0.8729852965571332,1.0329810090130798,1.220418558174098,1.578315686358379,1.9434394056840238,1.3199918905368517,1.4190430767176019
2022-02-04,1.7405263324961824,0.9739195514249314,0.9103783211695274,0.8821869850586423,0.9460336560072682,1.0717170639694533,0.8874139899470258,1.0592088791913024,1.2117098597106581,1.5764781619443164,2.0225436182542142,1.311228596126146,1.425715458200772
2022-02-07,1.7426569530711333,0.9697773459958543,0.902161222170504,0.8744087521027097,0.936584457093694,1.0740803696335157,0.8874322966792035,1.0483950177258483,1.2083408171233778,1.6357510693921316,2.0210480448289214,1.3062733858218858,1.4211402728436735
2022-02-08,1.7453382173762482,0.9820864949750412,0.8878609524714073,0.860765018505908,0.9330977757277272,1.10040926978,0.896554717943852,1.0419583001202575,1.2126754309234267,1.6778478799237475,2.0649680334611236,1.310513946544237,1.4328332491019704
2022-02-09,1.793266702960507,1.0237712686109055,0.924913770769747,0.896370950360156,0.9542148571791433,1.1435147614181835,0.9223183150507857,1.0786219994610777,1.2209864782867077,1.7317477420224414,2.1100442976517977,1.330892449962206,1.453804385912122
2022-02-10,1.760727807925717,0.9871153939771165,0.9181961068140585,0.8900957909058103,0.9435541680159353,1.1087307999313671,0.8912082160212447,1.0682923852032653,1.2006846302566174,1.7206508517636523,2.0465826849503816,1.3081790199390124,1.427685585883431
2022-02-11,1.731551195739285,0.9484562987851609,0.9168211659418661,0.888779645962573,0.9492487221541188,1.0620862152756054,0.8587566886164595,1.0554588498181334,1.195090409141505,1.6731574839963184,1.9371489336533845,1.2780163452258777,1.3995333815911764
2022-02-14,1.7201176471934478,0.9440804690885056,0.889692428682955,0.863684074063159,0.9329444546522878,1.0715412232101758,0.8647470664240767,1.0418446682995788,1.1878976343688612,1.6470922351254689,1.9571999247117342,1.2640703567615221,1.3949580931777572
2022-02-15,1.766221654246823,1.0160814578580368,0.9064737759577352,0.8794270229767331,0.9382966820540212,1.1514012833298046,0.9170416381098677,1.0644784840649597,1.1920847038802747,1.717050533045696,2.045341423277408,1.2972393690219592,1.4174544635341426
2022-02-16,1.7848390438304105,1.0146474294232835,0.920444911669405,0.8931736404846677,0.9507821499647877,1.1537672562301953,0.9144014937617232,1.078104047495746,1.1941190701064708,1.667816909731792,2.0378518652482334,1.2996939409366322,1.4190430767176017
2022-02-17,1.7486702801928677,0.9603259505795946,0.9059227292048054,0.8792795223663816,0.941966386491277,1.0522825333298047,0.8710456031062056,1.056155107600116,1.1965722628173474,1.6233503093137014,1.9536496355576818,1.268547415172167,1.38873029666205
2022-02-18,1.7569373272166409,0.9482115338849535,0.8981668526636678,0.8717374931763182,0.940002453690984,1.034103344792207,0.8605201094843794,1.0440535935467714,1.1864413193282728,1.5939657279385793,1.9278155325455968,1.2558244619479848,1.3797382204564352
2022-02-22,1.7018417846903957,0.9367064763593188,0.8758571400629598,0.8498245937775145,0.9120828434767506,1.0245314652145703,0.848606063006108,1.014106137568378,1.1858582729873304,1.5657792567624318,1.9006596418900792,1.2292428360095693,1.364931397468445
2022-02-23,1.6649139088854945,0.8874266452359668,0.8635912800776082,0.8386692959259521,0.906524556046941,0.9724351212204297,0.8130359503962447,0.9947631474560733,1.1669146576461438,1.524883670557903,1.8182419825120275,1.2020255926242542,1.340719345485188
2022-02-24,1.6880285782084619,0.9490929431485644,0.8962304486261922,0.8686844265411865,0.9218596749129078,1.0190313339889843,0.8446198470332075,1.028592243677997,1.1536799622115734,1.5478804511441457,1.8991900667710606,1.211754041682787,1.3608959180628082
2022-02-25,1.7429323701129114,0.960881693797063,0.9217445282923299,0.8943197685669433,0.9527399620833178,1.0438570557297069,0.8654477431513715,1.0612384499615664,1.187646605926478,1.5727864755048027,1.9351298864884676,1.231274061214037,1.3909225107157996
2022-02-28,1.802270650599972,0.9815389031934254,0.9649105164515095,0.9365156090210448,0.9877840439619799,1.066864833134492,0.8763183867670942,1.1182745263165468,1.1795576317367198,1.5625754563702812,1.969897660688907,1.2204100031009388,1.3873637698496812
2022-03-01,1.7646835965380823,0.9419111632871143,0.9495312470423298,0.9217024250458251,0.9773821003737231,1.0198589966476757,0.841069528124516,1.102371328455829,1.1610620354232433,1.5276092561139334,1.9127905924363435,1.1963266203036975,1.3662340293619857
2022-03-02,1.7712685917606246,0.9406526201964895,0.9611580738167553,0.9285610622640187,0.9826493523697718,1.023950682288153,0.8434570401526448,1.1162434575506786,1.1737634509112287,1.5750482416766047,1.9560014618417798,1.233194654411594,1.3913677140211869
2022-03-03,1.789149676774968,0.943444592166094,0.9557441585640698,0.9240685653920705,0.9873322167496545,1.0307660970983337,0.8478572095252033,1.1162434575506786,1.1794214922930646,1.5757132031100154,1.8977689064523755,1.2463802943652071,1.3844405773132675
2022-03-04,1.9025068640460863,0.9988843809844533,0.9704445255379468,0.9420740936513479,1.0063518159012659,1.0602090788183043,0.8962073190070148,1.1162434575506786,1.1889001963641097,1.5496602287905574,1.859774985553938,1.28575139803342,1.3731924951913956
2022-03-07,1.915758354639043,0.994167573428301,0.9246457561592848,0.9331673660512503,1.0074070790390832,1.0681817648229428,0.8984895444251055,1.1162434575506786,1.1672776637103013,1.4853066813128353,1.7708684814951001,1.3205055921023285,1.3327120754801016
2022-03-08,1.8998137543430227,0.9880544989348927,0.9104213214974196,0.9152247120137746,0.991472601042257,1.055594277029974,0.8895063218451494,1.1162434575506786,1.1478275912310532,1.4984637339251399,1.782510141803938,1.3129074387972748,1.3226078154615843
2022-03-09,1.8956486342182057,0.9904372797729054,0.9145236324410231,0.9022474785085257,0.9802959763626916,1.0394789568242855,0.8909578877783769,1.1162434575506786,1.1467326281573227,1.5455755043642878,1.8616656273386059,1.2965665042345917,1.358068155679355
2022-03-10,1.9860559818973438,1.021082587313799,0.9367893154244216,0.933821826576763,1.0060419697861536,1.082379157095892,0.922502349219417,1.1162434575506786,1.1410423953082016,1.5361975481646417,1.8409332657358226,1.3237315307085906,1.3519355832039668
2022-03-11,1.9623049298038377,1.0037054514647998,0.92068737832115,0.9199589622731742,0.9956591839890344,1.062474408179266,0.907723184714412,1.1162434575506786,1.1437968371416976,1.5130758181231379,1.7937709267160473,1.3115531035845671,1.334745582799986
2022-03-14,1.85841727301978,0.960709201312212,0.882256135187605,0.8885496452565727,0.9747777302842004,1.0270517557439633,0.8743491204596513,1.1162434575506786,1.152237846663182,1.511552764000213,1.7426888504526195,1.2868703137820159,1.3249908898212541
2022-03-15,1.829908280443181,0.9507683392287769,0.8858755172829419,0.8862989608998831,0.9740412476639612,1.0165816582021543,0.8644990855551713,1.1162434575506786,1.1729709086443831,1.5307712834017635,1.8331462929269848,1.2738506013338957,1.354128003370357
2022-03-16,1.802331002305974,0.9304989367248095,0.8937028308968334,0.8836357662435111,0.969317845259176,0.997039879828436,0.8436031396246902,1.1162434575506786,1.1757015528704573,1.5692305285113215,1.9200846939584788,1.2377111070101652,1.3841548021359897
2022-03-17,1.9376934960117236,0.9996930311919726,0.9379802181343823,0.9256901794667778,1.0051898087601525,1.0558125242528744,0.9020472485877029,1.1162434575506786,1.1852179125811506,1.586448333420074,1.9391199203989085,1.2623820716326628,1.401471974039704
2022-03-18,1.9345411034335986,0.9968161700011767,0.9464041202645092,0.9248138214345513,1.0075141953568323,1.0621725992498225,0.8995978291846267,1.1162434575506786,1.1888170153643538,1.5971444574969171,2.005511154224592,1.2738070426409638,1.416821903837738
2022-03-21,2.0558469647159474,1.0593964327575243,0.9837517345528393,0.9717710380788382,1.0386002045731408,1.1161456056890315,0.9548288197852127,1.1162434575506786,1.18876360273618,1.601043764557159,2.0289732521555,1.3199427342837249,1.416407720484879
2022-03-22,2.0224060269107715,1.0434133925200975,0.983740956507185,0.9631683761830864,1.030902849302755,1.1031991743383236,0.9413172307349197,1.1162434575506786,1.196680987074559,1.6152323725359798,2.070247941639143,1.3116519624178802,1.4329814440911246
2022-03-23,2.0576663895358935,1.063729584384111,0.9975296283821851,0.9870466652150688,1.0448059998612267,1.126851939993841,0.9570437741614333,1.1162434575506786,1.1885139987017563,1.608183482803619,2.0544954689523753,1.3422708737795745,1.4145270456885801
2022-03-24,2.04242469527625,1.0623584604980025,1.015177991877058,0.9926199329610405,1.0466226864914758,1.1296192034063168,0.9515893922186842,1.1162434575506786,1.199145270064061,1.6290622448580623,2.133561895038801,1.3528732665484344,1.435850119833893
2022-03-25,2.0940805779209035,1.0844103514434371,1.0308479786019116,1.016910649132305,1.0713476487259728,1.1570023207006284,0.9724370171881668,1.1162434575506786,1.2032719325091292,1.6457336578982233,2.1262630394479807,1.378826198143283,1.442862381062704
