strategy,rebalance_frequency,top_n,rebalance_no,signal_date,effective_date,action,ticker,shares,price,notional,fee,allocation_mode,pre_shares,post_shares,purchase_price,realized_pnl,realized_pnl_pct,rank_on_signal
momentum_3m,quarterly,5,17,2024-02-27,2024-02-28,SELL,IT,15,459.9599914550781,6899.399871826172,4.82957991027832,equal_weight,15,0,430.57000732421875,440.8497619628906,0.06825831718633563,271
momentum_3m,quarterly,5,17,2024-02-27,2024-02-28,SELL,INTC,149,42.00187382207049,6258.279199488504,4.380795439641952,equal_weight,149,0,44.05991447429258,-306.64805718109073,-0.04671004646236616,393
momentum_3m,quarterly,5,17,2024-02-27,2024-02-28,SELL,NRG,146,51.639930208863014,7539.429810494,5.2776008673458,equal_weight,146,0,44.93595205718429,978.7808101450937,0.14918963201552782,125
momentum_3m,quarterly,5,17,2024-02-27,2024-02-28,BUY,NVDA,92,77.48227691873889,7128.369476523978,4.989858633566785,equal_weight,0,92,,,,1
momentum_3m,quarterly,5,17,2024-02-27,2024-02-28,BUY,RL,41,174.995101472027,7174.799160353106,5.022359412247174,equal_weight,0,41,,,,3
momentum_3m,quarterly,5,17,2024-02-27,2024-02-28,BUY,TPR,159,44.77235209367967,7118.803982895068,4.983162788026547,equal_weight,0,159,,,,2
momentum_3m,quarterly,5,17,2024-02-27,2024-02-28,BUY,URI,10,660.3261167224027,6603.261167224027,4.622282817056819,equal_weight,0,10,,,,5
momentum_3m,quarterly,5,18,2024-05-29,2024-05-30,SELL,AMD,40,167.89999389648438,6715.999755859375,4.701199829101562,equal_weight,40,0,176.25,-334.000244140625,-0.04737592115469858,340
momentum_3m,quarterly,5,18,2024-05-29,2024-05-30,BUY,FSLR,27,272.9200134277344,7368.840362548828,5.1581882537841794,equal_weight,0,27,,,,2
momentum_3m,quarterly,5,18,2024-05-29,2024-05-30,BUY,MRNA,50,150.35000610351562,7517.500305175781,5.262250213623047,equal_weight,0,50,,,,4
momentum_3m,quarterly,5,18,2024-05-29,2024-05-30,BUY,NRG,91,81.07858435853566,7378.151176626746,5.164705823638722,equal_weight,0,91,,,,3
momentum_3m,quarterly,5,18,2024-05-29,2024-05-30,SELL,NVDA,27,114.45193707992216,3090.2023011578985,2.163141610810529,equal_weight,92,65,77.48227691873889,998.1808243519486,0.47713698708100644,5
momentum_3m,quarterly,5,18,2024-05-29,2024-05-30,SELL,RL,41,178.52943126122975,7319.70668171042,5.123794677197294,equal_weight,41,0,174.995101472027,144.90752135731327,0.02019673556272503,243
momentum_3m,quarterly,5,18,2024-05-29,2024-05-30,SELL,TPR,159,39.75698870007959,6321.361203312655,4.424952842318858,equal_weight,159,0,44.77235209367967,-797.4427795824131,-0.11201920736945335,406
momentum_3m,quarterly,5,18,2024-05-29,2024-05-30,SELL,URI,10,634.1036787100688,6341.036787100688,4.438725750970482,equal_weight,10,0,660.3261167224027,-262.22438012333896,-0.03971134466480243,333
momentum_3m,quarterly,5,18,2024-05-29,2024-05-30,BUY,VST,73,102.4704133796566,7480.340176714933,5.236238123700453,equal_weight,0,73,,,,1
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,BUY,MMM,50,128.60947743022388,6430.4738715111935,4.501331710057835,equal_weight,0,50,,,,2
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,BUY,CBRE,56,114.66999816894531,6421.5198974609375,4.495063928222656,equal_weight,0,56,,,,5
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,BUY,EFX,22,300.5330958679511,6611.728109094924,4.628209676366446,equal_weight,0,22,,,,4
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,BUY,FICO,3,1730.6099853515625,5191.8299560546875,3.634280969238281,equal_weight,0,3,,,,3
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,SELL,FSLR,27,226.64999389648438,6119.549835205078,4.283684884643555,equal_weight,27,0,272.9200134277344,-1249.29052734375,-0.16953692384124733,449
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,BUY,IRM,61,105.97943331620564,6464.745432288544,4.525321802601981,equal_weight,0,61,,,,1
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,SELL,MRNA,50,77.55000305175781,3877.5001525878906,2.7142501068115235,equal_weight,50,0,150.35000610351562,-3640.0001525878906,-0.48420352574934505,467
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,SELL,NRG,91,82.77043961542498,7532.110005003673,5.272477003502571,equal_weight,91,0,81.07858435853566,153.95882837692716,0.020866857386258705,280
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,SELL,NVDA,65,115.81911857253483,7528.242707214764,5.269769895050334,equal_weight,65,0,77.48227691873889,2491.8947074967364,0.49478207376381683,224
momentum_3m,quarterly,5,19,2024-08-30,2024-09-03,SELL,VST,73,83.96765948522437,6129.639142421379,4.290747399694965,equal_weight,73,0,102.4704133796566,-1350.7010342935537,-0.1805667927373228,443
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,SELL,MMM,50,129.79895085988466,6489.947542994233,4.542963280095963,equal_weight,50,0,128.60947743022388,59.47367148303965,0.009248722982379998,343
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,BUY,AXON,10,649.2000122070312,6492.0001220703125,4.544400085449219,equal_weight,0,10,,,,5
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,SELL,CBRE,56,140.1199951171875,7846.7197265625,5.49270380859375,equal_weight,56,0,114.66999816894531,1425.1998291015625,0.22194119956944852,69
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,SELL,EFX,22,257.77794700489744,5671.114834107744,3.969780383875421,equal_weight,22,0,300.5330958679511,-940.6132749871795,-0.1422643610667075,446
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,SELL,FICO,3,2376.669921875,7130.009765625,4.9910068359375,equal_weight,3,0,1730.6099853515625,1938.1798095703125,0.3733134224301812,16
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,SELL,IRM,61,116.21105469747089,7088.874336545724,4.962212035582007,equal_weight,61,0,105.97943331620564,624.1289042571798,0.09654346188790852,195
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,BUY,PLTR,103,67.44000244140625,6946.320251464844,4.862424176025391,equal_weight,0,103,,,,2
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,BUY,TPL,13,529.886597648536,6888.5257694309685,4.821968038601677,equal_weight,0,13,,,,4
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,BUY,UAL,72,97.29000091552734,7004.880065917969,4.903416046142578,equal_weight,0,72,,,,1
momentum_3m,quarterly,5,20,2024-11-29,2024-12-02,BUY,VST,43,160.01694332922048,6880.728563156481,4.816509994209537,equal_weight,0,43,,,,3
momentum_3m,quarterly,5,21,2025-02-28,2025-03-03,SELL,AXON,10,532.8400268554688,5328.4002685546875,3.729880187988281,equal_weight,10,0,649.2000122070312,-1163.599853515625,-0.17923595681396115,411
momentum_3m,quarterly,5,21,2025-02-28,2025-03-03,BUY,FOXA,117,56.535475137644276,6614.6505911043805,4.6302554137730665,equal_weight,0,117,,,,5
momentum_3m,quarterly,5,21,2025-02-28,2025-03-03,BUY,GILD,60,110.40867426278326,6624.520455766996,4.637164319036897,equal_weight,0,60,,,,4
momentum_3m,quarterly,5,21,2025-02-28,2025-03-03,SELL,PLTR,28,88.55000305175781,2479.4000854492188,1.735580059814453,equal_weight,103,75,67.44000244140625,591.0800170898438,0.31301897755256636,2
momentum_3m,quarterly,5,21,2025-02-28,2025-03-03,BUY,TPR,78,84.86207129535234,6619.241561037482,4.633469092726237,equal_weight,0,78,,,,1
momentum_3m,quarterly,5,21,2025-02-28,2025-03-03,SELL,TPL,13,474.81672574058814,6172.617434627646,4.320832204239352,equal_weight,13,0,529.886597648536,-715.9083348033228,-0.10392765575187227,372
momentum_3m,quarterly,5,21,2025-02-28,2025-03-03,SELL,UAL,72,93.83999633789062,6756.479736328125,4.729535815429688,equal_weight,72,0,97.29000091552734,-248.40032958984375,-0.03546103962556447,251
momentum_3m,quarterly,5,21,2025-02-28,2025-03-03,BUY,VRSN,28,234.32522431441038,6561.10628080349,4.592774396562443,equal_weight,0,28,,,,3
momentum_3m,quarterly,5,21,2025-02-28,2025-03-03,SELL,VST,43,132.56514561640924,5700.301261505598,3.9902108830539182,equal_weight,43,0,160.01694332922048,-1180.4273016508832,-0.17155556868957075,397
momentum_3m,quarterly,5,22,2025-05-30,2025-06-02,BUY,AXON,9,755.0,6795.0,4.7565,equal_weight,0,9,,,,4
momentum_3m,quarterly,5,22,2025-05-30,2025-06-02,SELL,FOXA,117,54.193236216614345,6340.608637343878,4.438426046140715,equal_weight,117,0,56.535475137644276,-274.0419537605021,-0.041429543403100316,289
momentum_3m,quarterly,5,22,2025-05-30,2025-06-02,BUY,GEV,16,473.7176748519269,7579.482797630831,5.305637958341581,equal_weight,0,16,,,,5
momentum_3m,quarterly,5,22,2025-05-30,2025-06-02,SELL,GILD,60,105.71584801855573,6342.950881113344,4.44006561677934,equal_weight,60,0,110.40867426278326,-281.5695746536521,-0.0425041444937393,266
momentum_3m,quarterly,5,22,2025-05-30,2025-06-02,BUY,MOS,210,34.71738722513074,7290.651317277456,5.103455922094219,equal_weight,0,210,,,,2
momentum_3m,quarterly,5,22,2025-05-30,2025-06-02,BUY,NRG,46,154.76971765541882,7119.407012149266,4.983584908504486,equal_weight,0,46,,,,3
momentum_3m,quarterly,5,22,2025-05-30,2025-06-02,SELL,PLTR,20,131.43499755859375,2628.699951171875,1.8400899658203125,equal_weight,75,55,67.44000244140625,1279.89990234375,0.9489174495921487,1
momentum_3m,quarterly,5,22,2025-05-30,2025-06-02,SELL,TPR,78,77.30674377350248,6029.926014333193,4.220948210033235,equal_weight,78,0,84.86207129535234,-589.3155467042889,-0.08903067538328684,347
momentum_3m,quarterly,5,22,2025-05-30,2025-06-02,SELL,VRSN,28,267.6782687952334,7494.991526266535,5.246494068386575,equal_weight,28,0,234.32522431441038,933.8852454630451,0.14233655202254689,38
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,BUY,ALB,93,80.8947470675708,7523.211477284085,5.26624803409886,equal_weight,0,93,,,,3
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,BUY,ANET,57,132.41000366210938,7547.370208740234,5.283159146118164,equal_weight,0,57,,,,1
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,SELL,AXON,9,733.8099975585938,6604.289978027344,4.6230029846191405,equal_weight,9,0,755.0,-190.71002197265625,-0.028066228399213577,343
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,SELL,GEV,16,589.2120678288203,9427.393085261125,6.599175159682788,equal_weight,16,0,473.7176748519269,1847.910287630294,0.24380427226616408,36
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,BUY,GNRC,41,181.2100067138672,7429.610275268555,5.200727192687988,equal_weight,0,41,,,,5
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,BUY,IVZ,360,20.86009843378442,7509.635436162391,5.256744805313674,equal_weight,0,360,,,,4
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,SELL,MOS,210,32.037299308493466,6727.832854783628,4.709482998348539,equal_weight,210,0,34.71738722513074,-562.8184624938276,-0.07719728155974967,421
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,SELL,NRG,46,141.03224599440327,6487.48331574255,4.541238321019785,equal_weight,46,0,154.76971765541882,-631.9236964067159,-0.08876072056680258,414
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,SELL,PLTR,55,151.1999969482422,8315.99983215332,5.821199882507324,equal_weight,55,0,67.44000244140625,4606.799697875977,1.2419927561480881,98
momentum_3m,quarterly,5,23,2025-08-29,2025-09-02,BUY,WDC,96,78.30777683840424,7517.546576486807,5.262282603540765,equal_weight,0,96,,,,2
momentum_3m,quarterly,5,24,2025-12-01,2025-12-02,SELL,ALB,93,129.21725166259694,12017.204404621516,8.41204308323506,equal_weight,93,0,80.8947470675708,4493.992927337431,0.5973503391346622,6
momentum_3m,quarterly,5,24,2025-12-01,2025-12-02,SELL,ANET,57,129.75,7395.75,5.1770249999999995,equal_weight,57,0,132.41000366210938,-151.62020874023438,-0.020089144237902964,341
momentum_3m,quarterly,5,24,2025-12-01,2025-12-02,SELL,GNRC,41,150.52999877929688,6171.729949951172,4.3202109649658205,equal_weight,41,0,181.2100067138672,-1257.8803253173828,-0.1693063671865231,456
momentum_3m,quarterly,5,24,2025-12-01,2025-12-02,BUY,INTC,248,40.470001220703125,10036.560302734375,7.025592211914063,equal_weight,0,248,,,,5
momentum_3m,quarterly,5,24,2025-12-01,2025-12-02,SELL,IVZ,360,24.312277285672813,8752.419822842212,6.126693875989548,equal_weight,360,0,20.86009843378442,1242.7843866798212,0.165491973244831,80
momentum_3m,quarterly,5,24,2025-12-01,2025-12-02,BUY,MU,42,238.55337433372216,10019.241722016332,7.013469205411432,equal_weight,0,42,,,,3
momentum_3m,quarterly,5,24,2025-12-01,2025-12-02,BUY,SNDK,48,211.75,10164.0,7.1148,equal_weight,0,48,,,,1
momentum_3m,quarterly,5,24,2025-12-01,2025-12-02,BUY,WBD,415,24.25,10063.75,7.044625,equal_weight,0,415,,,,2
momentum_3m,quarterly,5,24,2025-12-01,2025-12-02,SELL,WDC,36,166.74253429030992,6002.731234451157,4.20191186411581,equal_weight,96,60,78.30777683840424,3183.651268268605,1.1293227955430207,4
momentum_3m,quarterly,5,25,2026-02-27,2026-03-02,SELL,INTC,248,44.20000076293945,10961.600189208984,7.6731201324462885,equal_weight,248,0,40.470001220703125,925.0398864746094,0.09216702322035471,68
momentum_3m,quarterly,5,25,2026-02-27,2026-03-02,BUY,MU,1,401.30142526113724,401.30142526113724,0.28091099768279604,equal_weight,42,43,,,,4
momentum_3m,quarterly,5,25,2026-02-27,2026-03-02,BUY,MRNA,325,52.41999816894531,17036.499404907227,11.925549583435059,equal_weight,0,325,,,,2
momentum_3m,quarterly,5,25,2026-02-27,2026-03-02,SELL,SNDK,21,618.64501953125,12991.54541015625,9.094081787109374,equal_weight,48,27,211.75,8544.79541015625,1.9215821465466352,1
momentum_3m,quarterly,5,25,2026-02-27,2026-03-02,BUY,TER,55,310.3827714435331,17071.05242939432,11.949736700576024,equal_weight,0,55,,,,3
momentum_3m,quarterly,5,25,2026-02-27,2026-03-02,BUY,TPL,32,537.1785980130276,17189.715136416882,12.032800595491818,equal_weight,0,32,,,,5
momentum_3m,quarterly,5,25,2026-02-27,2026-03-02,SELL,WBD,415,28.010000228881836,11624.150094985962,8.136905066490174,equal_weight,415,0,24.25,1560.400094985962,0.1550515558301788,93
momentum_3m,quarterly,5,25,2026-02-27,2026-03-02,SELL,WDC,60,270.30010465559195,16218.006279335517,11.352604395534861,equal_weight,60,0,78.30777683840424,11519.539669031263,2.451765783280793,7
momentum_3m,quarterly,5,26,2026-05-29,2026-06-01,BUY,AMD,55,500.1600036621094,27508.800201416016,19.25616014099121,equal_weight,0,55,,,,3
momentum_3m,quarterly,5,26,2026-05-29,2026-06-01,BUY,DELL,65,426.1499938964844,27699.749603271484,19.38982472229004,equal_weight,0,65,,,,1
momentum_3m,quarterly,5,26,2026-05-29,2026-06-01,BUY,INTC,255,109.43000030517578,27904.650077819824,19.533255054473877,equal_weight,0,255,,,,4
momentum_3m,quarterly,5,26,2026-05-29,2026-06-01,SELL,MU,16,1009.719970703125,16155.51953125,11.308863671875,equal_weight,43,27,242.338212727383,12278.108127611871,3.1665734814963074,5
momentum_3m,quarterly,5,26,2026-05-29,2026-06-01,SELL,MRNA,325,47.06999969482422,15297.749900817871,10.708424930572509,equal_weight,325,0,52.41999816894531,-1738.7495040893555,-0.10206025679128206,389
momentum_3m,quarterly,5,26,2026-05-29,2026-06-01,SELL,SNDK,11,1731.1500244140625,19042.650268554688,13.329855187988281,equal_weight,27,16,211.75,16713.400268554688,7.175442854375738,2
momentum_3m,quarterly,5,26,2026-05-29,2026-06-01,SELL,TER,55,366.510009765625,20158.050537109375,14.110635375976562,equal_weight,55,0,310.3827714435331,3086.998107715055,0.18083232539310887,84
momentum_3m,quarterly,5,26,2026-05-29,2026-06-01,SELL,TPL,32,392.45001220703125,12558.400390625,8.7908802734375,equal_weight,32,0,537.1785980130276,-4631.314745791882,-0.2694235889913216,474
